?cls,?mondo_label,?definition,?gene,?gene_label
<http://purl.obolibrary.org/obo/MONDO_0012205>,autosomal dominant striatal neurodegeneration type 1,Autosomal dominant striatal degeneration is a neurologic disorder characterized by variable movement abnormalities due to dysfunction in the striatal part of the basal ganglia.,<http://identifiers.org/hgnc/8794>,PDE8B
<http://purl.obolibrary.org/obo/MONDO_0007100>,familial amyloid neuropathy,"A rare genetic systemic disease characterized by adult onset, progressive sensorimotor and autonomic neuropathy and infiltrative cardiomyopathy. Neurological involvement usually starts with sensory loss in the extremities and progresses with motor neuropathy. Cardiomyopathy presents with rhythm abnormalities and heart failure. The disease also frequently manifests with a range of additional clinical signs and symptoms due to associated ocular, renal, central nervous system and gastrointestinal involvement.",<http://identifiers.org/hgnc/12405>,TTR
<http://purl.obolibrary.org/obo/MONDO_0007608>,desmoid tumor,"A desmoid tumor (DT) is a benign, locally invasive soft tissue tumor associated with a high recurrence rate but with no metastatic potential.",<http://identifiers.org/hgnc/583>,APC
<http://purl.obolibrary.org/obo/MONDO_0035551>,cathepsin a-related arteriopathy-strokes-leukoencephalopathy,"A rare genetic cerebral small vessel disease characterized by an adult-onset primary microangiopathy with severe atherosclerosis of arterioles and secondary leukoencephalopathy. Patients may present with migraine, transient ischemic attacks, stroke with central facial palsy, cognitive dysfunction with impaired concentration, dementia, depression, movement disorder, vertigo, dysphagia, dysarthria, sicca syndrome, impaired REM sleep, and therapy-resistant hypertension, among others. Brain MRI typically shows a leukoencephalopathy that is disproportionately severe and extensive compared to the clinical disease.",<http://identifiers.org/hgnc/9251>,CTSA
<http://purl.obolibrary.org/obo/MONDO_0011806>,osteofibrous dysplasia,"A benign, usually self-limited fibro-osseous lesion of the bone that affects infants and children. It usually arises from the cortical bone of the anterior mid-shaft of the tibia. Patients usually present with swelling or painless bowing of the tibia. Progression to adamantinoma has been reported in some cases.",<http://identifiers.org/hgnc/7029>,MET
<http://purl.obolibrary.org/obo/MONDO_0010733>,hereditary spastic paraplegia 2,"Spastic paraplegia type 2 (SPG2) is an X-linked leukodystrophy characterized primarily by spastic gait and autonomic dysfunction. When additional central nervous system (CNS) signs, such as intellectual deficit, ataxia, or extrapyramidal signs, are present, the syndrome is referred to as complicated SPG.",<http://identifiers.org/hgnc/9086>,PLP1
<http://purl.obolibrary.org/obo/MONDO_0010185>,methylmalonic aciduria and homocystinuria type cblD,"A form of methylmalonic acidemia with homocystinuria, an inborn error of vitamin B12 (cobalamin) metabolism characterized by variable biochemical, neurological and hematological manifestations.",<http://identifiers.org/hgnc/25221>,MMADHC
<http://purl.obolibrary.org/obo/MONDO_0007688>,Myhre syndrome,"Myhre syndrome is characterized by striking muscular build, short stature, reduced joint mobility, brachydactyly, mixed hearing loss and mental retardation of variable severity. Facial dysmorphism with short palpebral fissures, short philtrum, thin lips, maxillary hypoplasia and prognathism is present. Thick skin has been observed in six patients.",<http://identifiers.org/hgnc/6770>,SMAD4
<http://purl.obolibrary.org/obo/MONDO_0007572>,primary familial polycythemia due to EPO receptor mutation,Primary familial polycythemia is an inherited hematological disorder resulting from mutations in the erythropoietin (EPO) receptor and is characterized by an elevated absolute red blood cell mass caused by uncontrolled red blood cell production in the presence of low EPO levels.,<http://identifiers.org/hgnc/3416>,EPOR
<http://purl.obolibrary.org/obo/MONDO_0009561>,alpha-mannosidosis,"Alpha-mannosidosis is an inherited lysosomal storage disorder characterized by immune deficiency, facial and skeletal abnormalities, hearing impairment, and intellectual deficit.",<http://identifiers.org/hgnc/6826>,MAN2B1
<http://purl.obolibrary.org/obo/MONDO_0008853>,Barber-Say syndrome,"Barber Say syndrome (BSS) is a rare ectodermal dysplasia with neonatal onset characterized by congenital generalized hypertrichosis, atrophic skin, ectropion and microstomia.",<http://identifiers.org/hgnc/20670>,TWIST2
<http://purl.obolibrary.org/obo/MONDO_0009052>,"cutis laxa, autosomal recessive, type 1A",An autosomal recessive cutis laxa type I that has material basis in homozygous or compound heterozygous mutation in the FBLN5 gene on chromosome 14q32.,<http://identifiers.org/hgnc/3327>,ELN
<http://purl.obolibrary.org/obo/MONDO_0007848>,autosomal dominant keratitis,"Hereditary keratitis is characterized by opacification and vascularisation of the cornea, often associated with macula hypoplasia.",<http://identifiers.org/hgnc/8620>,PAX6
<http://purl.obolibrary.org/obo/MONDO_0012556>,DK1-congenital disorder of glycosylation,"DK1-CDG is characterized by muscular hypotonia and ichthyosis. It has been described in four children from two consanguineous families. All the affected children died during early infancy, two from dilated cardiomyopathy. The syndrome is caused by a deficiency in dolichol kinase 1 (DK1), an enzyme involved in the de novo biosynthesis of dolichol phosphate. The mutations identified in the DK1 gene led to a 96 to 98% reduction in DK activity.",<http://identifiers.org/hgnc/23406>,DOLK
<http://purl.obolibrary.org/obo/MONDO_0013056>,"developmental and epileptic encephalopathy, 39","A rare mitochondrial substrate carrier disorder characterized by severe muscular hypotonia, seizures (with or without episodic apnea) beginning in the first year of life, and arrested psychomotor development (affecting mainly motor skills). Severe spasticity with hyperreflexia has also been reported. Global cerebral hypomyelination is a characteristic imaging feature of this disease.",<http://identifiers.org/hgnc/10982>,SLC25A12
<http://purl.obolibrary.org/obo/MONDO_0012833>,Crouzon syndrome-acanthosis nigricans syndrome,"Crouzon syndrome with acanthosis nigricans (CAN) is a very rare, clinically heterogeneous form of faciocraniostenosis with Crouzon-like features and premature synostosis of cranial sutures (Crouzon disease), associated with acanthosis nigricans (AN).",<http://identifiers.org/hgnc/3690>,FGFR3
<http://purl.obolibrary.org/obo/MONDO_0007293>,leukocyte adhesion deficiency 1,"Leukocyte adhesion deficiency type I (LAD-I) is a form of LAD characterized by life-threatening, recurrent bacterial infections.",<http://identifiers.org/hgnc/6155>,ITGB2
<http://purl.obolibrary.org/obo/MONDO_0012096>,Charcot-Marie-Tooth disease axonal type 2L,"Autosomal dominant Charcot-Marie-Tooth disease type 2L (CMT2L) is a form of axonal Charcot-Marie-Tooth disease, a peripheral sensorimotor neuropathy. In the single family reported to date, CMT2L onset is between 15 and 33 years. Patients present with a symmetric distal weakness of legs and occasionally of the hands, absent or reduced tendon reflexes, distal legs sensory loss and frequently a pes cavus. Progression is slow.",<http://identifiers.org/hgnc/30171>,HSPB8
<http://purl.obolibrary.org/obo/MONDO_0008523>,Blau syndrome,"Blau syndrome (BS) is a rare systemic inflammatory disease characterized by early onset granulomatous arthritis, uveitis and skin rash. BS now refers to both the familial and sporadic (formerly early-onset sarcoidosis) form of the same disease. The proposed term pediatric granulomatous arthritis is currently questioned since it fails to represent the systemic nature of the disease.",<http://identifiers.org/hgnc/5331>,NOD2
<http://purl.obolibrary.org/obo/MONDO_0009479>,Johanson-Blizzard syndrome,"A multiple congenital anomaly characterized by exocrine pancreatic insufficiency, hypoplasia/aplasia of the nasal alae, hypodontia, sensorineural hearing loss, growth retardation, anal and urogenital malformations, and variable intellectual disability.",<http://identifiers.org/hgnc/16808>,UBR1
<http://purl.obolibrary.org/obo/MONDO_0024568>,infantile liver failure syndrome 1,Any infantile liver failure in which the cause of the disease is a mutation in the LARS gene.,<http://identifiers.org/hgnc/6512>,LARS1
<http://purl.obolibrary.org/obo/MONDO_0013519>,"dyskeratosis congenita, autosomal recessive 2",A dyskeratosis congenita that has material basis in an autosomal recessive mutation of NOLA2 on chromosome 5q35.3.,<http://identifiers.org/hgnc/14377>,NHP2
<http://purl.obolibrary.org/obo/MONDO_0008633>,Muckle-Wells syndrome,"An intermediate form of cryopyrin-associated periodic syndrome (CAPS) and is characterized by recurrent fever (with malaise and chills), recurrent urticaria-like skin rash, sensorineural deafness, general signs of inflammation (eye redness, headaches, arthralgia/myalgia) and potentially life-threatening secondary amyloidosis (AA type).",<http://identifiers.org/hgnc/16400>,NLRP3
<http://purl.obolibrary.org/obo/MONDO_0011934>,dermatofibrosarcoma protuberans,"Dermatofibrosarcoma protuberans (DFSP) is a rare infiltrating soft tissue sarcoma, generally of low grade malignancy, arising from the dermis of the skin and characteristically associated with a specific chromosomal translocation t(17;22).",<http://identifiers.org/hgnc/8800>,PDGFB
<http://purl.obolibrary.org/obo/MONDO_0007950>,mastocytosis,"A clonal myeloproliferative neoplasm characterized by the proliferation and accumulation of neoplastic mast cells in one or multiple organs or organ systems. It is a heterogeneous group of neoplasms, ranging from cutaneous proliferations which may regress spontaneously, to aggressive neoplasms associated with organ failure and short survival.",<http://identifiers.org/hgnc/6342>,KIT
<http://purl.obolibrary.org/obo/MONDO_0012301>,"mitochondrial DNA depletion syndrome, myopathic form","Myopathic mitochondrial DNA (mtDNA) depletion syndrome is one of the main forms of mtDNA depletion syndrome that displays a broad phenotypic spectrum but that is most often characterized by hypotonia, proximal muscle weakness, facial and bulbar weakness and failure to thrive.",<http://identifiers.org/hgnc/11831>,TK2
<http://purl.obolibrary.org/obo/MONDO_0012450>,spinocerebellar ataxia type 28,"Spinocerebellar ataxia type 28 (SCA28) is a very rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by juvenile onset, slowly progressive cerebellar ataxia due to Purkinje cell degeneration.",<http://identifiers.org/hgnc/315>,AFG3L2
<http://purl.obolibrary.org/obo/MONDO_0013046>,glycogen storage disease due to muscle beta-enolase deficiency,Muscle beta-enolase deficiency is a glycolysis disorder reported in one patient to date and characterized clinically by exercise intolerance and myalgia due to severe enolase deficiency in muscle.,<http://identifiers.org/hgnc/3354>,ENO3
<http://purl.obolibrary.org/obo/MONDO_0009437>,Bamforth-Lazarus syndrome,"Bamforth-Lazarus syndrome is a very rare syndrome of congenital hypothyroidism characterized by thyroid dysgenesis (in most cases athyreosis), cleft palate and spiky hair, with or without choanal atresia, and bifid epiglottis. Facial dysmorphism and porencephaly have been reported in isolated cases.",<http://identifiers.org/hgnc/3806>,FOXE1
<http://purl.obolibrary.org/obo/MONDO_0009520>,3-hydroxy-3-methylglutaric aciduria,"3-hydroxy-3-methylglutaric aciduria (3HMG) is an organic aciduria, due to deficiency of 3-hydroxy-3-methylglutaryl-CoA-lyase (a key enzyme in ketogenesis and leucine metabolism) usually presenting in infancy with episodes of metabolic decompensation triggered by periods of fasting or infections, which when left untreated are life-threatening and may lead to neurological sequelae.",<http://identifiers.org/hgnc/5005>,HMGCL
